avgTemp,minTemp,maxTemp,rainfall,price
15.5,9.1,23.1,0.0,2292.0
16.5,10.5,24.5,0.0,2289.0
16.1,10.8,23.8,0.0,2378.0
15.0,8.5,21.5,0.0,2345.0
16.7,10.9,24.6,0.0,2177.0
14.4,12.4,16.1,9.8,2220.0
15.7,11.8,20.6,5.3,2220.0
15.5,10.8,20.4,0.4,2220.0
13.0,7.2,19.1,0.0,2376.0
9.8,3.3,17.9,0.0,2299.0
12.3,4.1,21.1,0.0,2282.0
15.0,9.1,21.4,0.0,2250.0
15.9,11.5,20.1,9.1,2225.0
15.2,11.9,19.0,22.0,2225.0
14.7,10.1,19.7,0.0,2225.0
14.2,11.0,17.0,1.9,2207.0
8.6,3.8,13.5,0.0,2208.0
8.0,1.0,16.5,0.0,2208.0
10.8,3.5,19.4,0.0,2209.0
13.0,7.7,20.2,0.0,2217.0
13.3,10.0,17.1,2.3,2217.0
14.1,9.8,19.6,0.3,2217.0
13.2,7.3,21.2,0.0,1999.0
14.9,8.1,22.3,0.0,1973.0
16.3,12.5,22.1,0.1,1959.0
17.2,12.1,23.8,0.0,1921.0
18.7,14.0,23.8,2.3,1900.0
18.9,16.2,23.4,21.1,1900.0
16.2,14.5,19.0,9.0,1900.0
15.5,13.3,19.2,0.3,1834.0
14.3,11.8,17.6,1.1,1796.0
13.7,11.4,16.6,0.8,1741.0
13.4,10.1,16.9,0.1,1611.0
12.4,9.3,16.6,1.9,1480.0
11.7,7.7,17.0,0.0,1480.0
11.7,7.5,17.0,0.0,1480.0
8.0,3.5,13.5,0.0,1470.0
7.0,1.7,14.0,0.0,1415.0
9.1,1.7,17.0,0.0,1342.0
11.9,6.8,15.7,1.0,1197.0
14.5,11.4,17.5,20.6,1168.0
13.2,7.6,18.1,6.3,1168.0
3.9,0.9,7.7,0.0,1168.0
2.7,-1.8,8.4,0.0,1146.0
5.0,-1.1,9.2,0.2,1131.0
5.5,1.9,10.4,5.2,1135.0
1.9,-1.7,5.9,0.0,1122.0
2.9,-1.8,9.3,0.0,1129.0
5.9,-0.9,12.5,0.0,1129.0
10.7,5.2,17.5,0.1,1129.0
12.0,7.8,18.2,0.4,1101.0
11.8,8.2,16.6,2.4,1093.0
8.0,5.0,11.5,29.7,1106.0
6.0,4.3,8.2,1.6,1106.0
6.5,3.0,9.4,2.6,1106.0
6.3,3.2,9.6,7.0,1106.0
4.9,0.9,9.0,0.0,1106.0
2.8,-1.7,8.2,0.0,1189.0
4.6,1.6,9.2,0.2,1181.0
5.7,2.4,9.1,0.0,1181.0
3.3,-0.5,7.4,1.7,1141.0
-0.6,-3.0,2.7,1.5,1132.0
-0.5,-4.7,3.4,0.5,1132.0
3.5,-0.5,7.0,0.0,1132.0
4.4,-0.5,9.5,0.0,1149.0
2.2,-3.4,9.8,0.0,1133.0
3.9,-2.8,10.0,0.0,1133.0
0.1,-3.9,5.3,0.0,1193.0
-3.7,-6.4,-0.3,0.5,1214.0
-3.4,-8.1,1.5,0.0,1214.0
-0.6,-4.9,4.3,0.0,1214.0
-1.1,-6.0,4.7,0.0,1241.0
-0.2,-5.8,5.5,0.0,1241.0
2.4,-1.9,6.7,0.1,1241.0
-1.6,-6.6,3.5,0.1,1316.0
-4.4,-9.3,1.0,0.3,1308.0
-3.1,-7.2,1.2,0.8,1308.0
-4.1,-7.9,0.0,0.1,1308.0
-4.8,-9.0,0.2,0.0,1251.0
-3.3,-9.1,3.8,0.0,1282.0
-0.5,-6.3,5.9,0.1,1323.0
0.2,-4.5,5.4,0.3,1338.0
-2.1,-6.7,4.6,0.0,1326.0
-1.2,-7.1,3.8,0.0,1326.0
-0.3,-4.7,3.8,0.4,1326.0
-2.8,-7.5,2.6,0.0,1319.0
-1.9,-5.8,2.8,0.7,1319.0
-4.0,-6.6,-1.0,0.8,1319.0
-4.1,-8.7,1.5,0.0,1338.0
-2.6,-7.8,3.7,0.0,1338.0
-3.3,-9.0,4.1,0.0,1338.0
-1.9,-8.2,4.7,0.0,1338.0
0.1,-4.0,4.9,0.0,1350.0
0.0,-3.7,4.5,0.0,1347.0
-3.0,-7.6,0.7,0.0,1340.0
-3.4,-9.6,2.2,0.0,1192.0
-0.2,-4.8,5.3,0.0,1194.0
-1.0,-6.6,4.9,0.0,1194.0
-0.6,-3.9,3.8,0.0,1194.0
1.2,-4.0,7.3,2.0,1190.0
2.8,-1.2,8.6,0.2,1240.0
2.4,-1.8,7.3,0.4,1240.0
4.8,1.7,7.4,5.9,1288.0
5.9,3.5,8.9,1.4,1374.0
3.8,1.4,6.7,1.5,1374.0
-1.7,-6.2,2.5,0.0,1374.0
-6.3,-9.6,-2.3,0.0,1374.0
-5.8,-10.6,-0.7,0.2,1374.0
-5.9,-9.7,-2.0,0.7,1377.0
-3.3,-10.9,3.2,0.0,1427.0
0.1,-4.9,6.1,0.1,1431.0
0.2,-3.8,5.7,0.0,1431.0
-0.9,-5.8,4.8,0.0,1431.0
-2.8,-7.1,2.4,0.0,1386.0
-2.3,-9.2,3.4,3.3,1374.0
-6.5,-10.6,-0.4,0.3,1510.0
-10.2,-13.9,-5.7,0.1,1522.0
-7.0,-13.7,-0.9,0.0,1522.0
-1.9,-7.5,4.1,0.1,1522.0
-0.6,-5.2,5.6,0.0,1522.0
1.2,-4.3,6.2,1.6,1488.0
-3.7,-8.5,3.0,0.0,1511.0
-6.3,-11.1,-1.6,0.4,1576.0
-3.0,-8.8,1.7,0.2,1598.0
-1.4,-6.2,3.7,0.0,1629.0
-2.4,-8.0,3.6,0.0,1629.0
0.0,-7.2,6.7,0.0,1629.0
2.3,-0.9,6.5,0.5,1679.0
3.4,-0.8,9.0,3.4,1676.0
2.1,-1.0,7.0,0.0,1732.0
0.3,-3.7,4.9,0.0,1779.0
-3.6,-6.5,0.1,0.1,1811.0
-4.8,-9.0,-0.3,0.1,1811.0
-3.3,-9.1,2.7,0.0,1811.0
-0.6,-8.4,7.0,0.0,1862.0
0.8,-4.5,6.3,0.7,1866.0
4.4,-2.2,10.7,0.0,2176.0
5.7,1.1,10.8,0.0,2398.0
4.5,-0.4,9.4,0.3,2395.0
2.2,-0.5,5.3,1.0,2395.0
-0.1,-3.1,4.3,0.6,2395.0
-0.3,-6.4,6.8,0.0,2562.0
1.6,-4.3,7.0,0.6,2636.0
4.6,-2.2,12.1,0.1,2662.0
7.3,0.9,14.5,0.0,2662.0
5.8,4.1,7.9,2.1,2748.0
6.2,2.4,10.6,0.5,2748.0
5.6,2.7,8.4,4.4,2748.0
5.3,3.6,7.0,15.7,2829.0
4.9,2.3,7.9,3.6,2926.0
4.5,0.6,9.9,0.0,2953.0
3.9,-0.4,9.5,0.0,2996.0
3.9,-1.2,9.6,0.5,2971.0
4.5,0.7,9.6,0.1,2971.0
0.3,-2.8,3.4,0.0,2971.0
-0.3,-5.0,5.1,0.0,2993.0
1.6,-4.9,8.2,0.0,3011.0
4.5,-2.7,11.0,0.0,3133.0
6.1,-0.2,12.9,0.0,3201.0
7.2,3.4,11.2,5.4,3253.0
9.3,6.7,13.4,1.9,3253.0
7.3,2.6,12.4,1.2,3253.0
3.9,-0.8,9.5,0.0,3290.0
3.9,-1.9,10.0,0.0,3330.0
5.3,-2.2,12.7,0.0,3322.0
6.6,2.3,10.4,7.6,3302.0
6.0,3.7,8.3,19.0,3290.0
4.8,2.2,8.8,1.2,3290.0
4.4,1.0,8.8,0.0,3290.0
4.6,-1.3,10.8,0.0,3337.0
8.1,-0.7,15.6,0.0,3337.0
9.9,3.7,17.4,0.0,3330.0
11.9,1.8,18.9,0.6,3331.0
12.0,7.8,15.5,25.0,3353.0
7.0,2.8,11.8,0.1,3353.0
5.5,-0.2,11.7,0.0,3353.0
10.1,1.3,16.9,5.7,3352.0
6.7,2.8,13.3,24.0,3325.0
8.7,0.7,15.7,0.0,3318.0
8.3,3.0,14.2,0.0,3300.0
6.3,0.7,12.3,0.0,3363.0
6.8,0.0,13.8,0.0,3363.0
13.3,2.7,21.0,0.0,3363.0
16.0,10.7,22.4,0.0,3355.0
13.7,10.1,18.0,4.8,3399.0
12.5,7.8,17.6,2.2,3399.0
10.8,3.8,17.1,0.0,3385.0
10.5,7.4,14.7,0.7,3425.0
12.7,6.2,20.1,0.0,3425.0
14.7,7.6,23.3,0.0,3425.0
13.3,6.9,21.1,0.0,3468.0
11.9,4.8,19.2,0.0,3495.0
13.5,5.7,21.2,0.0,3494.0
13.6,8.6,19.2,1.9,3473.0
15.0,11.5,19.6,0.7,3471.0
12.6,10.7,15.0,57.6,3471.0
12.4,9.5,16.4,4.1,3471.0
15.7,8.8,22.8,0.1,3452.0
19.0,11.1,27.2,0.0,3462.0
14.7,11.4,18.9,28.6,3458.0
13.1,8.2,18.1,0.5,3451.0
14.5,5.4,23.1,0.0,3461.0
16.9,8.6,24.9,0.0,3461.0
16.8,11.0,22.1,0.0,3461.0
18.7,12.9,23.7,0.3,3462.0
18.8,14.7,23.2,5.6,3462.0
19.0,15.6,23.7,1.2,3360.0
17.4,13.4,22.8,1.5,3384.0
18.9,12.0,26.1,0.1,3260.0
19.6,13.3,26.2,0.1,3260.0
17.7,10.6,25.0,0.0,3260.0
18.4,10.7,26.5,0.0,3199.0
18.9,12.5,27.0,1.1,3058.0
18.4,12.6,26.1,0.1,2931.0
15.9,12.2,20.8,0.2,2764.0
14.5,12.4,17.8,0.1,2695.0
15.5,11.3,20.9,0.0,2695.0
16.9,12.2,22.4,0.0,2695.0
15.6,14.0,17.1,17.6,2632.0
17.5,13.1,22.9,0.5,2613.0
17.3,11.4,23.7,0.1,2540.0
16.1,11.2,21.8,1.3,2587.0
16.7,9.3,24.6,0.0,2576.0
17.8,11.0,24.6,0.0,2576.0
19.0,11.6,26.9,0.0,2576.0
19.4,12.3,26.7,0.0,2586.0
20.0,12.5,27.7,0.0,2551.0
20.7,14.6,28.1,0.0,2512.0
19.7,14.8,25.4,0.3,2366.0
19.9,15.3,26.1,0.3,2346.0
19.7,12.7,27.4,0.0,2346.0
20.4,13.0,27.6,0.3,2346.0
19.7,14.9,25.8,1.3,2346.0
20.4,15.1,26.7,0.1,2304.0
18.7,16.6,21.9,3.5,2288.0
19.6,15.5,25.5,1.1,2305.0
19.8,14.3,25.8,0.0,2310.0
20.3,16.4,26.5,1.5,2310.0
20.9,14.6,27.7,0.0,2310.0
21.6,15.6,27.5,0.2,2298.0
23.1,18.7,28.8,0.0,2294.0
22.7,18.5,28.0,0.0,2294.0
22.7,17.9,28.8,0.0,2165.0
20.1,18.0,23.5,7.7,2158.0
21.6,17.6,27.0,0.0,2158.0
22.1,17.5,27.9,1.1,2158.0
21.5,17.9,26.3,0.2,2142.0
22.0,17.9,27.6,2.2,2093.0
21.4,17.7,26.4,1.4,2130.0
21.5,17.4,26.6,0.0,2139.0
20.4,18.1,23.0,4.5,2066.0
22.2,17.5,27.7,0.3,2066.0
23.2,17.8,29.2,0.0,2066.0
22.2,18.5,27.1,3.3,2041.0
22.9,18.8,28.9,7.2,2068.0
22.6,18.3,27.7,0.2,2060.0
23.5,18.9,29.8,0.1,2060.0
23.1,18.4,28.9,0.1,2060.0
23.8,19.2,29.8,1.0,2060.0
23.3,19.6,27.1,0.8,2060.0
22.7,18.2,27.7,0.0,2116.0
21.7,18.6,25.5,0.4,2239.0
21.4,18.7,25.0,0.2,2358.0
22.8,18.1,28.0,0.0,2510.0
23.5,19.4,28.7,4.6,2597.0
23.3,20.9,26.0,37.4,2597.0
23.4,20.4,27.7,0.5,2597.0
24.0,19.9,29.2,0.1,2689.0
24.6,20.4,29.3,1.1,2782.0
25.4,22.0,29.6,0.3,2793.0
23.9,22.3,26.1,25.2,2960.0
23.2,21.0,25.5,64.0,2978.0
23.0,19.6,28.1,2.1,2978.0
24.0,19.3,29.7,0.0,2978.0
24.9,20.0,30.7,0.0,2996.0
24.0,20.9,27.8,6.4,2991.0
24.1,21.9,27.3,33.2,2921.0
25.0,21.1,29.1,0.8,2716.0
24.8,21.9,29.0,23.6,2675.0
23.3,21.3,25.8,25.1,2675.0
22.4,20.3,25.1,48.2,2675.0
23.0,20.4,26.5,0.6,2671.0
23.5,21.2,26.3,8.0,2659.0
25.4,22.7,28.6,14.1,2686.0
25.6,23.1,29.2,27.9,2850.0
26.1,22.8,30.8,0.2,2849.0
26.1,22.3,31.0,0.1,2849.0
25.6,23.3,29.0,3.9,2849.0
27.3,23.8,31.8,0.7,2800.0
28.0,24.1,33.1,0.0,2806.0
28.0,23.6,33.4,0.0,2773.0
27.9,23.3,33.4,0.0,2775.0
28.0,23.6,33.2,0.0,2809.0
28.2,23.8,33.6,0.0,2809.0
28.7,24.1,34.0,0.0,2809.0
28.8,24.4,33.8,1.2,2837.0
28.9,24.7,34.3,0.1,2772.0
29.4,24.3,34.9,0.0,2764.0
28.8,25.5,32.9,0.3,2522.0
28.8,24.9,33.6,0.0,2533.0
28.8,24.3,34.3,0.0,2533.0
29.2,23.6,35.3,0.0,2533.0
29.0,24.4,34.5,1.2,2550.0
28.2,24.0,33.5,0.2,2600.0
27.0,22.3,32.4,0.0,2752.0
27.2,23.0,32.7,0.2,2883.0
25.3,23.1,29.0,8.0,2891.0
26.9,22.7,31.8,0.8,2891.0
26.2,23.7,30.2,26.8,2891.0
25.5,23.2,28.8,35.0,2984.0
25.4,22.4,29.1,6.2,3033.0
26.5,23.5,30.2,42.8,3033.0
25.6,23.1,29.3,21.1,2972.0
26.9,23.4,31.8,2.7,2970.0
27.6,24.6,31.8,2.6,2970.0
28.2,25.3,32.2,1.5,2970.0
26.8,24.8,29.3,17.7,2991.0
26.7,24.0,31.3,17.4,2977.0
23.6,21.7,26.7,29.4,2977.0
22.4,20.6,24.7,38.5,2995.0
22.4,20.6,24.4,40.8,2968.0
25.6,22.0,30.6,3.4,2968.0
27.0,22.8,32.2,0.0,2968.0
27.1,23.1,30.8,1.9,3023.0
25.9,23.4,28.6,38.3,3058.0
26.2,23.2,30.3,2.6,3179.0
22.3,19.6,25.4,67.5,3406.0
22.6,18.3,27.7,1.7,3394.0
22.9,19.1,28.1,0.5,3394.0
23.3,19.9,28.4,0.3,3394.0
23.7,19.9,29.0,0.1,3395.0
23.1,19.8,27.0,23.3,3423.0
22.8,18.2,28.0,9.9,3457.0
20.8,15.7,27.2,0.0,3393.0
21.9,15.7,27.5,8.7,3366.0
21.9,18.8,26.4,33.3,3366.0
19.9,18.0,22.8,7.9,3366.0
21.0,17.3,26.3,10.4,3434.0
20.9,16.1,26.9,0.0,3479.0
21.1,16.5,26.3,0.0,3495.0
21.3,19.3,23.9,5.8,3492.0
19.8,17.6,22.7,4.3,3490.0
19.8,16.8,23.6,2.9,3490.0
18.8,17.3,20.7,46.6,3490.0
18.8,17.4,20.9,95.5,3462.0
20.7,17.2,25.4,0.1,3507.0
19.6,15.5,25.1,0.3,3622.0
18.9,14.1,25.4,0.0,3747.0
18.7,14.1,24.9,0.0,3784.0
19.1,14.2,25.8,0.1,3784.0
19.3,14.1,26.2,0.0,3784.0
19.1,13.5,26.2,0.0,3999.0
19.2,13.6,26.2,0.0,3851.0
18.8,13.4,25.0,0.0,3784.0
18.8,15.2,23.7,0.0,3817.0
18.6,14.4,24.5,1.6,3849.0
16.6,12.4,21.7,0.1,3849.0
15.9,10.6,22.0,0.0,3849.0
16.7,11.1,23.7,0.0,3849.0
17.3,12.0,24.4,0.0,3938.0
17.4,11.8,24.6,0.0,3938.0
17.1,11.1,24.5,0.0,3997.0
17.5,12.3,22.8,0.0,3998.0
17.9,13.5,24.0,0.1,3998.0
16.7,11.2,23.8,0.0,3998.0
15.6,10.5,22.4,0.0,3983.0
15.2,9.2,21.9,0.0,3909.0
15.4,10.5,21.9,1.6,3699.0
13.7,8.7,19.9,0.0,3673.0
13.4,6.6,21.9,0.0,3618.0
14.5,8.6,22.9,0.0,3618.0
15.4,9.6,23.5,0.0,3618.0
13.7,7.7,22.0,0.0,3689.0
15.6,7.7,23.0,0.0,3658.0
13.6,8.2,18.1,1.6,3571.0
10.5,4.2,17.7,0.0,3705.0
12.3,5.5,20.6,0.0,3689.0
13.6,7.0,21.2,0.1,3689.0
15.7,9.2,24.0,0.0,3689.0
14.7,10.5,20.2,26.7,3645.0
11.0,6.3,16.2,0.0,3623.0
11.6,5.9,18.2,0.0,3619.0
13.2,7.4,21.0,0.1,3468.0
14.5,8.6,22.2,0.0,3434.0
14.8,11.9,17.2,25.4,3434.0
15.4,9.8,20.6,0.0,3434.0
12.1,6.8,18.5,0.0,3372.0
10.3,5.4,15.0,0.3,3325.0
8.2,3.5,13.7,0.4,3315.0
7.2,2.6,11.8,0.1,3109.0
6.2,0.3,13.7,0.0,3035.0
8.1,0.8,16.7,0.0,3035.0
10.8,5.4,14.9,5.8,3035.0
10.4,6.9,14.8,3.0,3198.0
9.3,6.3,12.4,4.5,3134.0
9.8,6.1,14.3,0.0,3172.0
10.0,5.5,15.0,0.0,2824.0
9.8,4.9,16.2,0.0,2791.0
12.1,7.7,15.6,3.0,2791.0
10.6,6.9,15.0,18.1,2791.0
9.6,6.9,12.5,1.2,2913.0
7.3,3.9,11.2,3.1,2935.0
4.8,2.2,8.2,0.7,2886.0
4.9,0.1,11.3,0.0,2819.0
5.9,-0.5,10.9,5.7,2844.0
7.5,3.6,10.9,4.0,2844.0
4.5,-0.2,10.8,0.0,2844.0
5.3,-0.2,11.6,1.1,2820.0
3.2,-1.1,8.2,0.0,2820.0
3.7,-2.3,9.6,0.0,2765.0
6.2,0.5,12.5,0.0,2677.0
6.1,3.2,9.8,0.5,2668.0
3.3,-1.3,8.8,0.0,2668.0
3.5,-2.9,9.3,1.2,2668.0
3.8,0.7,8.0,2.8,2675.0
1.8,-2.9,7.7,0.0,2691.0
6.2,-0.9,13.2,0.8,2663.0
2.9,-1.4,8.1,0.0,2710.0
2.6,-2.4,8.6,0.1,2634.0
1.0,-3.5,5.7,0.2,2634.0
3.1,-0.7,8.4,0.6,2634.0
3.2,-1.3,8.4,3.2,2600.0
0.2,-2.7,3.7,0.1,2600.0
0.0,-3.8,5.4,6.7,2600.0
-3.8,-7.4,-0.2,0.6,2710.0
-2.1,-6.4,2.0,3.3,2925.0
-3.9,-7.6,0.1,0.9,2925.0
-6.2,-10.1,-2.2,0.4,2925.0
-5.4,-10.2,0.1,0.0,3083.0
-4.2,-9.6,2.1,0.0,3221.0
-3.6,-8.8,3.6,0.0,3339.0
-1.3,-8.4,6.7,0.0,3331.0
3.3,-1.2,6.6,25.3,3333.0
5.3,2.1,8.7,0.5,3333.0
3.3,-0.4,8.7,0.0,3333.0
2.7,-0.6,7.1,0.0,3438.0
-2.8,-5.8,0.6,0.0,3416.0
-4.2,-8.1,0.8,0.0,3416.0
-1.8,-7.3,4.4,0.0,3543.0
0.9,-2.2,3.0,6.7,3576.0
0.1,-3.2,3.1,0.0,3576.0
-4.8,-9.2,-1.3,0.4,3576.0
-6.7,-12.0,-1.4,0.1,3617.0
-4.3,-9.5,0.7,0.3,3617.0
-8.0,-12.6,-2.1,0.0,3624.0
-4.1,-11.5,2.7,0.0,3634.0
-0.7,-3.3,2.2,7.3,3624.0
0.7,-3.1,4.2,2.2,3624.0
-3.5,-8.1,1.4,1.5,3624.0
-6.1,-10.5,-1.2,0.2,3730.0
-3.2,-9.1,2.6,2.0,3730.0
-6.0,-11.2,0.0,0.4,3853.0
-9.9,-13.9,-5.1,0.0,3958.0
-9.0,-14.7,-1.9,0.0,4002.0
-5.9,-13.1,1.0,0.0,4002.0
-4.1,-8.5,2.1,0.0,4002.0
-4.0,-9.7,2.5,0.0,4007.0
-3.2,-8.7,3.2,0.0,3979.0
-5.6,-9.6,-1.5,0.0,3964.0
-6.9,-12.0,-0.8,0.0,3862.0
-4.3,-11.8,2.9,0.0,3956.0
0.3,-5.6,7.0,0.1,3956.0
-0.7,-4.7,3.9,0.0,3956.0
-0.7,-6.1,5.7,0.1,3912.0
-1.9,-7.2,4.9,0.0,3939.0
-0.7,-5.7,3.9,0.1,3883.0
-2.8,-6.2,0.3,1.9,3888.0
-3.3,-9.1,3.2,0.0,3812.0
-0.1,-5.3,5.9,0.0,3812.0
1.4,-4.7,7.0,0.0,3812.0
3.8,2.2,5.3,19.3,3793.0
3.6,2.3,5.7,2.2,3830.0
2.5,0.9,4.1,1.4,3822.0
0.9,-3.2,4.6,0.3,3719.0
-4.6,-6.7,-1.5,0.0,3719.0
-5.5,-8.9,-1.2,0.0,3719.0
-5.0,-8.8,-0.8,0.0,3719.0
-1.8,-8.7,4.4,0.0,3719.0
2.2,-3.1,8.0,0.0,3721.0
4.1,-0.9,11.0,0.0,3721.0
6.4,0.3,12.7,0.5,3702.0
8.6,4.8,12.2,31.3,3702.0
3.0,-2.0,8.1,0.0,3702.0
-0.2,-4.7,2.8,3.2,3702.0
2.0,-1.6,6.3,4.2,3702.0
0.6,-3.0,3.5,3.9,3685.0
1.1,-1.2,3.7,2.2,3771.0
-6.2,-10.9,0.0,0.1,3792.0
-8.2,-13.2,-2.5,0.0,3814.0
-5.1,-10.6,0.6,0.0,3814.0
-1.7,-7.1,3.8,0.1,3814.0
-2.8,-8.0,2.7,0.0,3814.0
-1.7,-4.4,1.7,0.3,3957.0
-0.9,-6.8,5.1,0.0,3991.0
2.1,-3.3,7.9,0.0,4014.0
1.4,-3.4,6.1,0.0,3982.0
-1.6,-7.2,4.6,0.0,3982.0
2.0,-3.2,6.3,1.9,3982.0
2.9,0.2,6.3,1.8,3973.0
-0.1,-3.4,4.0,0.5,4032.0
-1.9,-6.8,3.6,0.0,4012.0
-0.2,-5.2,5.3,0.0,4044.0
1.6,-3.5,7.1,0.6,3949.0
0.1,-5.1,5.2,0.0,3949.0
1.8,-4.1,7.7,0.0,3949.0
3.1,-3.3,10.3,0.0,4001.0
4.9,0.0,9.4,0.2,4015.0
6.1,0.8,13.1,0.0,3997.0
8.0,-1.1,16.4,0.0,3996.0
4.2,-1.2,11.2,4.9,3996.0
0.4,-3.7,5.6,0.0,3996.0
1.3,-4.1,7.4,0.0,3996.0
3.4,-2.7,10.4,0.0,3949.0
4.7,-2.6,12.9,0.0,3986.0
7.9,-1.0,16.9,0.0,3986.0
9.4,3.5,14.6,0.8,4069.0
9.8,2.5,18.3,0.0,4076.0
13.5,2.3,23.7,0.0,4076.0
5.8,0.4,13.9,0.0,4076.0
4.5,-3.2,13.1,0.0,4028.0
9.1,-0.3,16.5,1.4,4085.0
6.5,2.1,12.4,16.1,4085.0
4.3,0.3,9.7,0.0,4159.0
5.9,-1.0,13.4,0.0,4133.0
7.6,1.2,15.8,0.0,4133.0
8.9,0.3,17.6,16.0,4133.0
10.3,7.0,15.5,16.3,4080.0
10.7,5.0,15.8,0.0,4080.0
5.5,-1.1,11.9,2.3,4016.0
2.5,-4.1,9.8,0.0,3998.0
5.3,-0.5,11.3,0.0,3986.0
6.7,0.5,13.8,0.0,3986.0
6.5,1.3,12.4,0.0,3986.0
3.8,-0.1,8.7,0.8,3986.0
5.1,-2.3,12.5,0.0,3986.0
9.0,1.3,17.2,0.0,3996.0
9.9,2.7,17.3,0.0,3999.0
7.2,1.9,13.2,0.0,4023.0
6.6,0.8,12.9,0.3,4023.0
7.3,2.4,13.7,0.6,4023.0
9.2,1.1,16.8,0.0,4161.0
7.4,4.3,12.1,1.4,4161.0
10.0,3.0,17.7,0.0,4170.0
11.9,4.7,20.3,0.0,4141.0
13.1,5.1,19.9,0.3,4153.0
8.5,3.7,13.0,24.7,4153.0
5.2,1.8,9.6,1.6,4153.0
8.6,0.4,16.3,0.1,4199.0
8.2,4.2,13.1,0.3,4236.0
5.5,1.2,10.0,0.1,4256.0
7.0,1.8,12.1,0.5,4253.0
6.9,0.8,12.9,0.0,4253.0
11.8,1.1,19.8,0.0,4253.0
11.4,4.3,17.5,1.5,4253.0
7.9,0.9,14.0,0.0,4238.0
15.6,5.8,24.5,0.1,4238.0
12.1,9.2,17.3,0.3,4218.0
11.8,7.3,18.0,0.0,4218.0
9.4,3.7,15.3,0.0,3966.0
5.8,3.5,8.5,9.7,3966.0
8.8,3.1,15.2,0.0,3966.0
11.3,2.3,18.9,0.0,3974.0
10.9,8.6,14.0,22.1,3974.0
13.6,8.9,19.4,1.5,3991.0
10.8,6.6,16.4,2.2,3856.0
11.4,6.4,17.3,0.5,3704.0
11.6,4.9,19.1,0.8,3704.0
15.2,7.1,22.1,0.0,3704.0
14.6,9.4,19.1,7.5,3823.0
13.2,6.2,21.0,0.1,3752.0
11.6,6.8,17.0,0.2,3752.0
11.8,6.7,17.9,1.1,3307.0
12.5,6.3,19.2,0.9,3293.0
14.0,8.7,20.5,0.1,3293.0
15.6,7.6,23.6,0.0,3293.0
16.8,8.9,25.1,0.0,3205.0
16.1,9.7,23.1,0.0,3241.0
17.5,8.8,26.4,0.0,3218.0
18.0,11.5,24.4,3.8,3130.0
15.6,12.8,19.5,15.9,3100.0
18.1,11.9,25.5,0.0,3100.0
20.2,13.0,26.7,0.1,3100.0
20.2,13.4,28.1,0.0,3097.0
18.9,11.8,26.0,0.0,3128.0
18.9,13.8,25.3,0.0,3116.0
17.8,12.7,23.5,0.0,3009.0
16.9,10.9,23.6,0.0,3009.0
17.7,11.0,24.0,4.2,3009.0
16.5,14.1,19.9,24.4,3009.0
16.9,12.4,21.9,0.0,2944.0
17.9,9.7,26.1,0.0,2933.0
19.9,12.1,27.6,0.0,2918.0
20.7,14.1,28.5,0.0,2890.0
21.7,14.2,30.1,0.0,2874.0
21.5,15.7,28.6,0.0,2874.0
21.8,16.9,27.0,0.0,2874.0
19.5,17.6,22.2,51.8,2864.0
19.5,17.3,22.1,26.1,2859.0
18.5,15.9,21.3,0.5,2842.0
19.8,14.5,26.5,0.0,2777.0
19.6,13.2,26.3,0.0,2770.0
19.6,15.4,25.3,0.0,2770.0
19.9,13.6,26.9,0.0,2770.0
20.1,14.2,26.6,0.0,2752.0
21.8,15.4,28.6,0.0,2734.0
22.3,16.4,28.9,0.0,2723.0
22.2,17.4,28.5,0.6,2723.0
22.2,17.8,28.1,0.2,2737.0
22.1,17.6,27.1,0.0,2737.0
22.5,17.7,27.8,0.0,2737.0
22.6,17.2,27.9,0.0,2737.0
21.0,18.5,24.7,4.8,2716.0
20.7,18.9,23.5,3.4,2691.0
22.3,19.3,26.5,0.1,2650.0
22.2,19.9,25.4,1.5,2659.0
24.0,20.0,29.2,0.1,2659.0
24.2,19.2,30.1,0.0,2659.0
24.0,20.0,28.6,1.0,2693.0
22.6,21.5,24.5,46.9,2706.0
23.4,20.3,28.2,20.1,2737.0
24.4,20.1,30.0,0.0,2775.0
23.8,20.8,28.1,0.4,2788.0
23.2,20.0,27.9,1.3,2788.0
21.6,19.5,24.8,2.9,2788.0
22.9,18.4,28.3,0.0,2773.0
22.6,19.4,27.2,6.5,2774.0
23.3,19.6,28.9,5.8,2741.0
23.3,19.5,28.3,3.5,2741.0
23.6,20.1,29.0,1.6,2741.0
24.5,19.5,30.3,0.1,2741.0
25.1,20.0,30.6,0.0,2741.0
25.4,21.1,30.6,0.0,2690.0
25.7,22.3,29.4,11.5,2683.0
25.7,22.4,29.6,18.6,2657.0
25.2,22.8,27.9,22.3,2659.0
23.8,21.9,26.3,51.5,2636.0
25.0,21.8,29.9,0.0,2636.0
24.4,22.2,27.3,19.3,2636.0
26.1,23.5,29.0,14.6,2676.0
27.0,24.4,30.7,1.7,2707.0
26.9,23.9,30.8,2.3,2693.0
26.8,23.6,30.7,5.0,2701.0
26.0,23.3,29.1,6.3,2694.0
26.2,23.5,30.3,18.4,2694.0
25.9,23.3,29.6,23.6,2694.0
26.0,23.4,29.7,14.2,2690.0
27.3,23.2,31.5,0.5,2726.0
26.4,23.8,29.8,8.5,2734.0
26.4,23.2,30.8,4.7,2763.0
